country_code,year,illiterate_prop,age_group,sex
398,1975,18.52547458964944,20--64,Male
398,1980,13.086763968095381,20--64,Male
398,1985,8.576455045161616,20--64,Male
398,1990,4.998377851341093,20--64,Male
398,1995,2.3495548621813116,20--64,Male
398,2000,0.616652639138942,20--64,Male
398,2005,0,20--64,Male
398,2010,0,20--64,Male
398,2015,0.7964321602832798,20--64,Male
398,2020,0,20--64,Male
398,2025,0,20--64,Male
400,1970,36.559945227174495,20--64,Male
400,1975,30.208475245493762,20--64,Male
400,1980,24.51311390166254,20--64,Male
400,1985,19.4758360658558,20--64,Male
400,1990,15.098616608248507,20--64,Male
400,1995,11.362883341486956,20--64,Male
400,2000,8.238426155960335,20--64,Male
400,2005,5.709763038457968,20--64,Male
400,2010,3.7614119757691724,20--64,Male
400,2015,2.3778909546832727,20--64,Male
400,2020,0,20--64,Male
400,2025,0,20--64,Male
404,1970,49.12237239980965,20--64,Male
404,1975,40.90612836782188,20--64,Male
404,1980,33.88990646882858,20--64,Male
404,1985,28.094510590155615,20--64,Male
404,1990,23.540744619128816,20--64,Male
404,1995,20.220363095175934,20--64,Male
404,2000,18.09000392262596,20--64,Male
404,2005,17.11779603615662,20--64,Male
404,2010,17.271868370445613,20--64,Male
404,2015,18.520349860170672,20--64,Male
404,2020,8.075655155422448,20--64,Male
404,2025,4.693518934038883,20--64,Male
408,1970,32.922394756748325,20--64,Male
408,1975,27.341017639873172,20--64,Male
408,1980,22.28210370782407,20--64,Male
408,1985,17.737518949911664,20--64,Male
408,1990,13.699129355446589,20--64,Male
408,1995,10.179651624455838,20--64,Male
408,2000,7.211275446026974,20--64,Male
408,2005,4.815076293061498,20--64,Male
408,2010,3.0121296384609066,20--64,Male
408,2015,1.8235109551266997,20--64,Male
408,2020,0,20--64,Male
408,2025,0,20--64,Male
410,1970,14.557088837644464,20--64,Male
410,1975,11.483557252891137,20--64,Male
410,1980,8.82142829884486,20--64,Male
410,1985,6.569907474722166,20--64,Male
410,1990,4.728200279739585,20--64,Male
410,1995,3.2818252072788683,20--64,Male
410,2000,2.209911990081732,20--64,Male
410,2005,1.5020829864046576,20--64,Male
410,2010,1.1479605545041252,20--64,Male
410,2015,1.1371670526366155,20--64,Male
410,2020,0,20--64,Male
410,2025,0,20--64,Male
414,1970,35.996534098326464,20--64,Male
414,1975,31.978192782875414,20--64,Male
414,1980,28.001651907245943,20--64,Male
414,1985,24.059602940863076,20--64,Male
414,1990,20.144737353151886,20--64,Male
414,1995,16.282987154346767,20--64,Male
414,2000,12.518263556822614,20--64,Male
414,2005,8.870226833215211,20--64,Male
414,2010,5.358537256160339,20--64,Male
414,2015,2.002855098293786,20--64,Male
414,2020,0,20--64,Male
414,2025,0,20--64,Male
417,1970,24.914109901763915,20--64,Male
417,1975,19.250306389642375,20--64,Male
417,1980,14.302618956986866,20--64,Male
417,1985,10.07470079942919,20--64,Male
417,1990,6.570205112601147,20--64,Male
417,1995,3.802705066507478,20--64,Male
417,2000,1.7888113987463428,20--64,Male
417,2005,0.5367336563396706,20--64,Male
417,2010,0.05468138630939063,20--64,Male
417,2015,0.35086413567743224,20--64,Male
417,2020,0,20--64,Male
417,2025,0,20--64,Male
418,1970,24.217087850194662,20--64,Male
418,1975,23.54414418765829,20--64,Male
418,1980,23.22761825205618,20--64,Male
418,1985,23.2908194512944,20--64,Male
418,1990,23.75705719327902,20--64,Male
418,1995,24.462155858171386,20--64,Male
418,2000,25.104965190443096,20--64,Male
418,2005,25.503332644465623,20--64,Male
418,2010,25.47510567461042,20--64,Male
418,2015,24.838131735248957,20--64,Male
418,2020,25.563116244360188,20--64,Male
418,2025,25.785129779018007,20--64,Male
422,1970,29.860983963111753,20--64,Male
422,1975,26.072558056097755,20--64,Male
422,1980,22.541486434556326,20--64,Male
422,1985,19.269959727413127,20--64,Male
422,1990,16.260168563593858,20--64,Male
422,1995,13.50738472429122,20--64,Male
422,2000,11.000763944625874,20--64,Male
422,2005,8.733322784415439,20--64,Male
422,2010,6.698077803477525,20--64,Male
422,2015,4.888045561629759,20--64,Male
422,2020,0.6506419289862845,20--64,Male
422,2025,0,20--64,Male
426,1970,44.12470916726956,20--64,Male
426,1975,38.88455665846061,20--64,Male
426,1980,34.32630134638769,20--64,Male
426,1985,30.497972332967294,20--64,Male
426,1990,27.447598720115966,20--64,Male
426,1995,25.132951805797887,20--64,Male
426,2000,23.41791040082411,20--64,Male
426,2005,22.209664876381478,20--64,Male
426,2010,21.415405603656794,20--64,Male
426,2015,20.942322953836904,20--64,Male
426,2020,15.004487774393299,20--64,Male
426,2025,12.4889511176339,20--64,Male
428,1970,0.2098466673502527,20--64,Male
428,1975,0.25500393999336113,20--64,Male
428,1980,0.2844416959464972,20--64,Male
428,1985,0.2980775224184686,20--64,Male
428,1990,0.2958290066180831,20--64,Male
428,1995,0.27821323334916986,20--64,Male
428,2000,0.2463703044962452,20--64,Male
428,2005,0.20115233288914736,20--64,Male
428,2010,0.14341143135771456,20--64,Male
428,2015,0.07399971273178521,20--64,Male
428,2020,0.14220277157046898,20--64,Male
428,2025,0.12648789645326838,20--64,Male
430,1970,68.515735811761175,20--64,Male
430,1975,62.32221732200357,20--64,Male
430,1980,56.809491019089656,20--64,Male
430,1985,51.965821691347045,20--64,Male
430,1990,47.77947412710338,20--64,Male
430,1995,44.291175017211856,20--64,Male
430,2000,41.58478157640992,20--64,Male
430,2005,39.713254378851566,20--64,Male
430,2010,38.72955399869077,20--64,Male
430,2015,38.68664101008155,20--64,Male
430,2020,30.58237795744846,20--64,Male
430,2025,27.226480386938146,20--64,Male
440,1970,1.6287510324782077,20--64,Male
440,1975,1.3988861213009527,20--64,Male
440,1980,1.1831400517139261,20--64,Male
440,1985,0.9814867448962715,20--64,Male
440,1990,0.7939001220271323,20--64,Male
440,1995,0.6223603716755306,20--64,Male
440,2000,0.47048458301269913,20--64,Male
440,2005,0.340702028121098,20--64,Male
440,2010,0.23544197908318704,20--64,Male
440,2015,0.15713370798142634,20--64,Male
440,2020,0,20--64,Male
440,2025,0,20--64,Male
442,1970,1.5640276373959248,20--64,Male
442,1975,1.1813118120022577,20--64,Male
442,1980,0.8602303578422322,20--64,Male
442,1985,0.6008190526990801,20--64,Male
442,1990,0.4031136743560328,20--64,Male
442,1995,0.26527014052155334,20--64,Male
442,2000,0.1843030450604085,20--64,Male
442,2005,0.15853617999028477,20--64,Male
442,2010,0.18629333732886877,20--64,Male
442,2015,0.2658983090938472,20--64,Male
442,2020,0,20--64,Male
442,2025,0,20--64,Male
446,1970,30.88546427032214,20--64,Male
446,1975,25.578752277961232,20--64,Male
446,1980,20.96606403762618,20--64,Male
446,1985,17.039970592851052,20--64,Male
446,1990,13.793042987169922,20--64,Male
446,1995,11.155739227835518,20--64,Male
446,2000,9.032262020043916,20--64,Male
446,2005,7.375799454244197,20--64,Male
446,2010,6.139539620885433,20--64,Male
446,2015,5.276670610416707,20--64,Male
446,2020,0,20--64,Male
446,2025,0,20--64,Male
450,1970,51.93103157704246,20--64,Male
450,1975,46.99206370710282,20--64,Male
450,1980,42.462998276247426,20--64,Male
450,1985,38.355395345820135,20--64,Male
450,1990,34.680814977164836,20--64,Male
450,1995,31.444749577185846,20--64,Male
450,2000,28.63913162675358,20--64,Male
450,2005,26.255181298161034,20--64,Male
450,2010,24.284118763701187,20--64,Male
450,2015,22.717164195667035,20--64,Male
450,2020,16.932786185024447,20--64,Male
450,2025,13.688517321486247,20--64,Male
454,1970,54.03396679189366,20--64,Male
454,1975,49.29651398802977,20--64,Male
454,1980,45.041111990716644,20--64,Male
454,1985,41.272613660478044,20--64,Male
454,1990,37.995871857837734,20--64,Male
454,1995,35.27079606266038,20--64,Male
454,2000,33.185949497058374,20--64,Male
454,2005,31.789165634927112,20--64,Male
454,2010,31.12827795016198,20--64,Male
454,2015,31.25111991665839,20--64,Male
454,2020,24.844269594823093,20--64,Male
454,2025,22.265675205692318,20--64,Male
458,1970,36.20440401500428,20--64,Male
458,1975,30.51901925473894,20--64,Male
458,1980,25.38294829179655,20--64,Male
458,1985,20.798129645456363,20--64,Male
458,1990,16.76650183499763,20--64,Male
458,1995,13.29604795141748,20--64,Male
458,2000,10.395617214183824,20--64,Male
458,2005,8.06844733528209,20--64,Male
458,2010,6.317776026697697,20--64,Male
458,2015,5.146841000416075,20--64,Male
458,2020,0,20--64,Male
458,2025,0,20--64,Male
462,1970,18.091003754301916,20--64,Male
462,1975,14.414055217516264,20--64,Male
462,1980,11.179297983553885,20--64,Male
462,1985,8.393426339301447,20--64,Male
462,1990,6.063134571645619,20--64,Male
462,1995,4.224405616462383,20--64,Male
462,2000,2.915520732855749,20--64,Male
462,2005,2.146621692554414,20--64,Male
462,2010,1.927850267287078,20--64,Male
462,2015,2.2693482287824427,20--64,Male
462,2020,0,20--64,Male
462,2025,0,20--64,Male
466,1970,77.50333056867288,20--64,Male
466,1975,74.01368392949614,20--64,Male
466,1980,70.8629340471513,20--64,Male
466,1985,68.04820572305147,20--64,Male
466,1990,65.56662375860975,20--64,Male
466,1995,63.37454686192265,20--64,Male
466,2000,61.40109775755857,20--64,Male
466,2005,59.60254727163835,20--64,Male
466,2010,57.935166230282924,20--64,Male
466,2015,56.35522545961316,20--64,Male
466,2020,52.755739342574365,20--64,Male
466,2025,50.44472173926066,20--64,Male
470,1970,21.839780213794125,20--64,Male
470,1975,18.982379665484338,20--64,Male
470,1980,16.409338994052522,20--64,Male
470,1985,14.1199754991853,20--64,Male
470,1990,12.113606480569292,20--64,Male
470,1995,10.382031035021072,20--64,Male
470,2000,8.912771358999453,20--64,Male
470,2005,7.69872940165442,20--64,Male
470,2010,6.73280711213596,20--64,Male
470,2015,6.007906439594063,20--64,Male
470,2020,2.681929031071167,20--64,Male
470,2025,0.9295647421660959,20--64,Male
474,1970,12.841281123628344,20--64,Male
474,1975,10.606495600415561,20--64,Male
474,1980,8.632836861875658,20--64,Male
474,1985,6.924722693509534,20--64,Male
474,1990,5.48657088081809,20--64,Male
474,1995,4.315134417696469,20--64,Male
474,2000,3.398347161250337,20--64,Male
474,2005,2.7273981917963757,20--64,Male
474,2010,2.2934765896512648,20--64,Male
474,2015,2.08777143513169,20--64,Male
474,2020,0,20--64,Male
474,2025,0,20--64,Male
480,1970,26.594163360751295,20--64,Male
480,1975,24.05663067361233,20--64,Male
480,1980,21.60583589491534,20--64,Male
480,1985,19.238909350659704,20--64,Male
480,1990,16.952981366844792,20--64,Male
480,1995,14.736868332990715,20--64,Male
480,2000,12.577488467708172,20--64,Male
480,2005,10.469124840632407,20--64,Male
480,2010,8.406060521398654,20--64,Male
480,2015,6.38257857964216,20--64,Male
480,2020,3.790657970595543,20--64,Male
480,2025,1.5522204854464317,20--64,Male
484,1970,25.162580512447715,20--64,Male
484,1975,21.59055457468315,20--64,Male
484,1980,18.386183351233417,20--64,Male
484,1985,15.549449621855377,20--64,Male
484,1990,13.080336166305873,20--64,Male
484,1995,10.967824443147553,20--64,Male
484,2000,9.194654944557664,20--64,Male
484,2005,7.751449000714954,20--64,Male
484,2010,6.628827941798169,20--64,Male
484,2015,5.817413097986057,20--64,Male
484,2020,1.639955343206486,20--64,Male
484,2025,0,20--64,Male
496,1970,32.93528271936776,20--64,Male
496,1975,27.293951277507002,20--64,Male
496,1980,22.18550638498453,20--64,Male
496,1985,17.609538394172056,20--64,Male
496,1990,13.565637657441304,20--64,Male
496,1995,10.057432811588527,20--64,Male
496,2000,7.093081810113747,20--64,Male
496,2005,4.678968980444349,20--64,Male
496,2010,2.821478650007709,20--64,Male
496,2015,1.5269951462312077,20--64,Male
496,2020,0,20--64,Male
496,2025,0,20--64,Male
498,1970,7.8704767401171125,20--64,Male
498,1975,6.280254286700635,20--64,Male
498,1980,4.899736407471852,20--64,Male
498,1985,3.7274468848212394,20--64,Male
498,1990,2.761909501139272,20--64,Male
498,1995,1.9901557772271112,20--64,Male
498,2000,1.3938456060093378,20--64,Male
498,2005,0.9634453280615553,20--64,Male
498,2010,0.6894212839593664,20--64,Male
498,2015,0.5622398142783747,20--64,Male
498,2020,0,20--64,Male
498,2025,0,20--64,Male
499,1970,14.017193522329135,20--64,Male
499,1975,11.228490536687243,20--64,Male
499,1980,8.779735346992885,20--64,Male
499,1985,6.672514065128959,20--64,Male
499,1990,4.908412802978364,20--64,Male
499,1995,3.490961770470149,20--64,Male
499,2000,2.42333370745758,20--64,Male
499,2005,1.70657852070989,20--64,Male
499,2010,1.3417461169963079,20--64,Male
499,2015,1.3298864030860658,20--64,Male
499,2020,0,20--64,Male
499,2025,0,20--64,Male
504,1970,60.28449472031293,20--64,Male
504,1975,57.20237165673358,20--64,Male
504,1980,53.79560750132311,20--64,Male
504,1985,50.062841858981784,20--64,Male
504,1990,46.00271433460984,20--64,Male
504,1995,41.60092556149271,20--64,Male
504,2000,36.837259842289924,20--64,Male
504,2005,31.70148228596296,20--64,Male
504,2010,26.183358001473255,20--64,Male
504,2015,20.27265209778226,20--64,Male
504,2020,18.001409449776457,20--64,Male
504,2025,13.566325570445567,20--64,Male
508,1970,70.69003113920029,20--64,Male
508,1975,67.0063145672889,20--64,Male
508,1980,63.198201008571694,20--64,Male
508,1985,59.25587967041201,20--64,Male
508,1990,55.16953976017312,20--64,Male
508,1995,50.95753482918209,20--64,Male
508,2000,46.663488137268274,20--64,Male
508,2005,42.315493454548395,20--64,Male
508,2010,37.94164455113916,20--64,Male
508,2015,33.57003519715732,20--64,Male
508,2020,29.87897053509492,20--64,Male
508,2025,25.733907681204144,20--64,Male
512,1970,68.8980699321773,20--64,Male
512,1975,59.821477600493445,20--64,Male
512,1980,51.12955068134621,20--64,Male
512,1985,42.82360979734138,20--64,Male
512,1990,34.904975571084705,20--64,Male
512,1995,27.42614943175464,20--64,Male
512,2000,20.467880381772403,20--64,Male
512,2005,14.073860403607974,20--64,Male
512,2010,8.287781479731338,20--64,Male
512,2015,3.15333559261248,20--64,Male
512,2020,0,20--64,Male
512,2025,0,20--64,Male
516,1970,52.486179108098135,20--64,Male
516,1975,46.51390077051864,20--64,Male
516,1980,40.97801418870226,20--64,Male
516,1985,35.894698663964164,20--64,Male
516,1990,31.280133497619513,20--64,Male
516,1995,27.09625995837465,20--64,Male
516,2000,23.261351915860693,20--64,Male
516,2005,19.72608757277995,20--64,Male
516,2010,16.44114513183473,20--64,Male
516,2015,13.357202795727359,20--64,Male
516,2020,7.003043255504933,20--64,Male
516,2025,2.693869781897085,20--64,Male
524,1970,94.36814938434641,20--64,Male
524,1975,90.93702018856908,20--64,Male
524,1980,86.72898416838385,20--64,Male
524,1985,81.75150800083337,20--64,Male
524,1990,76.01205836296033,20--64,Male
524,1995,69.5320177850146,20--64,Male
524,2000,62.3342942464293,20--64,Male
524,2005,54.42864259802201,20--64,Male
524,2010,45.82481769061027,20--64,Male
524,2015,36.53257437501167,20--64,Male
524,2020,34.427040604595035,20--64,Male
524,2025,27.987410409063532,20--64,Male
528,1970,3.128055280443648,20--64,Male
528,1975,2.3626236267768435,20--64,Male
528,1980,1.720460716219948,20--64,Male
528,1985,1.2016381043660331,20--64,Male
528,1990,0.8062273468081699,20--64,Male
528,1995,0.5305402789935159,20--64,Male
528,2000,0.36860608862666516,20--64,Male
528,2005,0.31707235968684355,20--64,Male
528,2010,0.3725866761532772,20--64,Male
528,2015,0.5317966220051922,20--64,Male
528,2020,0,20--64,Male
528,2025,0,20--64,Male
531,1970,23.98983997459184,20--64,Male
531,1975,20.786200043976855,20--64,Male
531,1980,17.91086927455173,20--64,Male
531,1985,15.363610089448596,20--64,Male
531,1990,13.144184911799597,20--64,Male
531,1995,11.270096814932755,20--64,Male
531,2000,9.764884221832354,20--64,Male
531,2005,8.63736258011495,20--64,Male
531,2010,7.896347337397087,20--64,Male
531,2015,7.550653941295321,20--64,Male
531,2020,3.524090171739958,20--64,Male
531,2025,1.686396581330092,20--64,Male
533,1970,24.00154911090194,20--64,Male
533,1975,22.09153729033344,20--64,Male
533,1980,20.026292814673866,20--64,Male
533,1985,17.81419152675155,20--64,Male
533,1990,15.463609269394833,20--64,Male
533,1995,13.001898712034551,20--64,Male
533,2000,10.456684337277059,20--64,Male
533,2005,7.836749707713987,20--64,Male
533,2010,5.150878385936951,20--64,Male
533,2015,2.4078539345375773,20--64,Male
533,2020,0.5447972896675444,20--64,Male
533,2025,0,20--64,Male
540,1970,34.21611645749626,20--64,Male
540,1975,29.118751344503067,20--64,Male
540,1980,24.8526196579104,20--64,Male
540,1985,21.37680645255402,20--64,Male
540,1990,18.650396783269688,20--64,Male
540,1995,16.521608426511413,20--64,Male
540,2000,14.835551917111252,20--64,Male
540,2005,13.546651447472048,20--64,Male
540,2010,12.609331209996636,20--64,Male
540,2015,11.978015397087859,20--64,Male
540,2020,6.637543459374674,20--64,Male
540,2025,4.249717741189822,20--64,Male
548,1970,48.98624526632932,20--64,Male
548,1975,44.06551256502238,20--64,Male
548,1980,39.370886613343785,20--64,Male
548,1985,34.914018788421096,20--64,Male
548,1990,30.70656046738187,20--64,Male
548,1995,26.782211445248947,20--64,Male
548,2000,23.15942632188934,20--64,Male
548,2005,19.826988681696896,20--64,Male
548,2010,16.773682109065433,20--64,Male
548,2015,13.988290188388795,20--64,Male
548,2020,8.426314745574675,20--64,Male
548,2025,4.5297570184647995,20--64,Male
554,1970,1.5640276373959248,20--64,Male
554,1975,1.1813118120022577,20--64,Male
554,1980,0.8602303578422322,20--64,Male
554,1985,0.6008190526990801,20--64,Male
554,1990,0.4031136743560328,20--64,Male
554,1995,0.26527014052155334,20--64,Male
554,2000,0.1843030450604085,20--64,Male
554,2005,0.15853617999028477,20--64,Male
554,2010,0.18629333732886877,20--64,Male
554,2015,0.2658983090938472,20--64,Male
554,2020,0,20--64,Male
554,2025,0,20--64,Male
558,1970,45.950222323850234,20--64,Male
558,1975,43.57247259633681,20--64,Male
558,1980,41.05290050923797,20--64,Male
558,1985,38.40596971714121,20--64,Male
558,1990,35.64614387463404,20--64,Male
558,1995,32.796616649823875,20--64,Male
558,2000,29.872842486385046,20--64,Male
558,2005,26.877676202255447,20--64,Male
558,2010,23.813972615372943,20--64,Male
558,2015,20.68458654367543,20--64,Male
558,2020,18.366498607194142,20--64,Male
558,2025,15.548163744525569,20--64,Male
562,1970,78.72372436522231,20--64,Male
562,1975,78.06812474956101,20--64,Male
562,1980,76.993043330121,20--64,Male
562,1985,75.47588791151686,20--64,Male
562,1990,73.49406629836318,20--64,Male
562,1995,71.06768673868987,20--64,Male
562,2000,68.26072502497027,20--64,Male
562,2005,65.11639027848403,20--64,Male
562,2010,61.67789162051072,20--64,Male
562,2015,57.988438172330014,20--64,Male
562,2020,57.85978647841421,20--64,Male
562,2025,55.5276389564937,20--64,Male
566,1970,66.00375908027193,20--64,Male
566,1975,58.71328334000753,20--64,Male
566,1980,52.23128081172321,20--64,Male
566,1985,46.54206909082574,20--64,Male
566,1990,41.62996577272191,20--64,Male
566,1995,37.48162988518686,20--64,Male
566,2000,34.09797940123906,20--64,Male
566,2005,31.484720334150094,20--64,Male
566,2010,29.647558697191624,20--64,Male
566,2015,28.592200503635286,20--64,Male
566,2020,19.796527790575198,20--64,Male
566,2025,15.642724717644258,20--64,Male
578,1970,1.5640276373959248,20--64,Male
578,1975,1.1813118120022577,20--64,Male
578,1980,0.8602303578422322,20--64,Male
578,1985,0.6008190526990801,20--64,Male
578,1990,0.4031136743560328,20--64,Male
578,1995,0.26527014052155334,20--64,Male
578,2000,0.1843030450604085,20--64,Male
578,2005,0.15853617999028477,20--64,Male
578,2010,0.18629333732886877,20--64,Male
578,2015,0.2658983090938472,20--64,Male
578,2020,0,20--64,Male
578,2025,0,20--64,Male
583,1970,6.236020795131178,20--64,Male
583,1975,4.543667041419137,20--64,Male
583,1980,3.199014513570154,20--64,Male
583,1985,2.200215601268873,20--64,Male
583,1990,1.5454226941999376,20--64,Male
583,1995,1.2531811357991345,20--64,Male
583,2000,1.3523481411346723,20--64,Male
583,2005,1.85654390733983,20--64,Male
583,2010,2.7793886315478837,20--64,Male
583,2015,4.134502510892113,20--64,Male
583,2020,1.5496368173234507,20--64,Male
583,2025,1.3022925118858437,20--64,Male
586,1970,89.62851300458863,20--64,Male
586,1975,84.97107518936663,20--64,Male
586,1980,80.18794471270594,20--64,Male
586,1985,75.27944878023663,20--64,Male
586,1990,70.24591459758878,20--64,Male
586,1995,65.13521549214123,20--64,Male
586,2000,60.02097866519519,20--64,Male
586,2005,54.942162133264254,20--64,Male
586,2010,49.93772391286196,20--64,Male
586,2015,45.04662202050194,20--64,Male
586,2020,40.086709846175154,20--64,Male
586,2025,35.0952825725988,20--64,Male
591,1970,20.593665731801877,20--64,Male
591,1975,17.79417523862073,20--64,Male
591,1980,15.293965111614902,20--64,Male
591,1985,13.09178500561204,20--64,Male
591,1990,11.186384575439806,20--64,Male
591,1995,9.557378561106617,20--64,Male
591,2000,8.175445231060483,20--64,Male
591,2005,7.025929532788477,20--64,Male
591,2010,6.094176413777654,20--64,Male
591,2015,5.365530821515087,20--64,Male
591,2020,2.195463315713626,20--64,Male
591,2025,0.5186668963281473,20--64,Male
600,1970,18.701752957090154,20--64,Male
600,1975,16.092811279501323,20--64,Male
600,1980,13.702950084452143,20--64,Male
600,1985,11.537143021715817,20--64,Male
600,1990,9.600363741065545,20--64,Male
600,1995,7.928411510326758,20--64,Male
600,2000,6.568620297043167,20--64,Male
600,2005,5.543265800565386,20--64,Male
600,2010,4.8746237202440295,20--64,Male
600,2015,4.584969755429721,20--64,Male
600,2020,1.1483477649455789,20--64,Male
600,2025,0,20--64,Male
604,1970,24.016470773057158,20--64,Male
604,1975,20.692008824350456,20--64,Male
604,1980,17.732350054010073,20--64,Male
604,1985,15.136502562686681,20--64,Male
604,1990,12.903474451030931,20--64,Male
604,1995,11.001864164509366,20--64,Male
604,2000,9.383838711011883,20--64,Male
604,2005,8.02375903482421,20--64,Male
604,2010,6.895986080232063,20--64,Male
604,2015,5.974880791521167,20--64,Male
604,2020,2.287812678719137,20--64,Male
604,2025,0.3081216121728981,20--64,Male
608,1970,14.613427695677311,20--64,Male
608,1975,12.660734023376396,20--64,Male
608,1980,10.842589285702587,20--64,Male
608,1985,9.162857784606512,20--64,Male
608,1990,7.625403822038797,20--64,Male
608,1995,6.23792869720411,20--64,Male
608,2000,5.00498158278716,20--64,Male
608,2005,3.9256985909586506,20--64,Male
608,2010,2.99921583388928,20--64,Male
608,2015,2.2246694237497486,20--64,Male
608,2020,0,20--64,Male
608,2025,0,20--64,Male
616,1970,1.4666786295871803,20--64,Male
616,1975,1.2925424103753085,20--64,Male
616,1980,1.135322829649182,20--64,Male
616,1985,0.9949835668501197,20--64,Male
616,1990,0.8714883014194413,20--64,Male
616,1995,0.7595819927604055,20--64,Male
616,2000,0.6513405689763977,20--64,Male
616,2005,0.5427241625589279,20--64,Male
616,2010,0.4296929059995048,20--64,Male
616,2015,0.30820693178963854,20--64,Male
616,2020,0.15952221504527891,20--64,Male
616,2025,0.0348433032359451,20--64,Male
620,1970,26.55998396712833,20--64,Male
620,1975,22.502239271676448,20--64,Male
620,1980,18.811380287568443,20--64,Male
620,1985,15.490855873877429,20--64,Male
620,1990,12.54411488967649,20--64,Male
620,1995,9.990643592630498,20--64,Male
620,2000,7.855701751340251,20--64,Male
620,2005,6.151398491282744,20--64,Male
620,2010,4.889842937934968,20--64,Male
620,2015,4.08314421677392,20--64,Male
620,2020,0,20--64,Male
620,2025,0,20--64,Male
624,1970,71.7745509116011,20--64,Male
624,1975,68.67043675149905,20--64,Male
624,1980,65.36327717922171,20--64,Male
624,1985,61.86320438689136,20--64,Male
624,1990,58.18035056663028,20--64,Male
624,1995,54.31161529402135,20--64,Male
624,2000,50.23922488822291,20--64,Male
624,2005,45.95130165672035,20--64,Male
624,2010,41.43596790699909,20--64,Male
624,2015,36.68134594654454,20--64,Male
624,2020,34.03777161623071,20--64,Male
624,2025,30.145161446666254,20--64,Male
626,1970,24.223080238161096,20--64,Male
626,1975,22.535764697037322,20--64,Male
626,1980,21.98926280746806,20--64,Male
626,1985,22.603564528427054,20--64,Male
626,1990,24.398659818888053,20--64,Male
626,1995,27.121229692241062,20--64,Male
626,2000,30.337640408705386,20--64,Male
626,2005,33.797409797498716,20--64,Male
626,2010,37.25005568783871,20--64,Male
626,2015,40.445095908943095,20--64,Male
626,2020,39.602300039753906,20--64,Male
626,2025,41.62632252725082,20--64,Male
630,1970,17.83803320667733,20--64,Male
630,1975,15.656210160785845,20--64,Male
630,1980,13.73262156018359,20--64,Male
630,1985,12.070847630843446,20--64,Male
630,1990,10.674468598738288,20--64,Male
630,1995,9.57870469121144,20--64,Male
630,2000,8.83388829438953,20--64,Male
630,2005,8.466267872420389,20--64,Male
630,2010,8.50209188945185,20--64,Male
630,2015,8.967608809631754,20--64,Male
630,2020,5.8637056771515645,20--64,Male
630,2025,4.851275023645786,20--64,Male
634,1970,34.50720065791093,20--64,Male
634,1975,29.633418946401584,20--64,Male
634,1980,25.13274087689622,20--64,Male
634,1985,21.00424913860856,20--64,Male
634,1990,17.2470264207523,20--64,Male
634,1995,13.88738524196051,20--64,Male
634,2000,10.967763135674154,20--64,Male
634,2005,8.511430313318753,20--64,Male
634,2010,6.541656986319827,20--64,Male
634,2015,5.081713366102904,20--64,Male
634,2020,0,20--64,Male
634,2025,0,20--64,Male
638,1970,27.875841924313555,20--64,Male
638,1975,23.763732753536946,20--64,Male
638,1980,20.067402881192724,20--64,Male
638,1985,16.785153685843845,20--64,Male
638,1990,13.91528654605325,20--64,Male
638,1995,11.43935056195196,20--64,Male
638,2000,9.331860477520742,20--64,Male
638,2005,7.580566137097197,20--64,Male
638,2010,6.173217385018922,20--64,Male
638,2015,5.097564065623511,20--64,Male
638,2020,0.35606072056897653,20--64,Male
638,2025,0,20--64,Male
642,1970,6.202220133499958,20--64,Male
642,1975,5.266539615990135,20--64,Male
642,1980,4.4292653837699625,20--64,Male
642,1985,3.6895237289745473,20--64,Male
642,1990,3.046440943738996,20--64,Male
642,1995,2.4965802951922504,20--64,Male
642,2000,2.035804161751478,20--64,Male
642,2005,1.6621875024841257,20--64,Male
642,2010,1.3738052764576394,20--64,Male
642,2015,1.1687324427394672,20--64,Male
642,2020,0.07387867011928617,20--64,Male
642,2025,0,20--64,Male
643,1970,1.681014248361904,20--64,Male
643,1975,1.3804577464555021,20--64,Male
643,1980,1.1153816326142354,20--64,Male
643,1985,0.8858026006284805,20--64,Male
643,1990,0.6917373442886139,20--64,Male
643,1995,0.5329099373118735,20--64,Male
643,2000,0.4088601977302873,20--64,Male
643,2005,0.3193284358064167,20--64,Male
643,2010,0.26405496180282306,20--64,Male
643,2015,0.2427800859820682,20--64,Male
643,2020,0,20--64,Male
643,2025,0,20--64,Male
646,1970,60.84413135123846,20--64,Male
646,1975,53.906363289120826,20--64,Male
646,1980,47.619943792419186,20--64,Male
646,1985,41.988081400526546,20--64,Male
646,1990,37.01398465283587,20--64,Male
646,1995,32.72844693086256,20--64,Male
646,2000,29.175004017630425,20--64,Male
646,2005,26.375978054795077,20--64,Male
646,2010,24.353691184012128,20--64,Male
646,2015,23.130465546937188,20--64,Male
646,2020,14.539065837595974,20--64,Male
646,2025,10.325512531333807,20--64,Male
662,1970,23.98983997459184,20--64,Male
662,1975,20.786200043976855,20--64,Male
662,1980,17.91086927455173,20--64,Male
662,1985,15.363610089448596,20--64,Male
662,1990,13.144184911799597,20--64,Male
662,1995,11.270096814932755,20--64,Male
662,2000,9.764884221832354,20--64,Male
662,2005,8.63736258011495,20--64,Male
662,2010,7.896347337397087,20--64,Male
662,2015,7.550653941295321,20--64,Male
662,2020,3.524090171739958,20--64,Male
662,2025,1.686396581330092,20--64,Male
670,1970,13.460093258925578,20--64,Male
