country_code,name,year,age_group,sex,mean_skills,oecd_standard,saf
40,Austria,1975,20--39,Female,270.9956135469045,269.7014710297242,1.0047984258752436
40,Austria,1980,20--39,Female,271.5406300061419,269.7014710297242,1.0068192396926712
40,Austria,1985,20--39,Female,274.02867749755535,269.7014710297242,1.016044430352233
40,Austria,1990,20--39,Female,275.29546065900996,269.7014710297242,1.0207414131184671
40,Austria,1995,20--39,Female,275.47309963309493,269.7014710297242,1.0214000634899565
40,Austria,2000,20--39,Female,276.83464311413877,269.7014710297242,1.026448398880362
40,Austria,2005,20--39,Female,275.55681652220534,269.7014710297242,1.0217104692463312
40,Austria,2010,20--39,Female,276.14266292912276,269.7014710297242,1.023882672477855
40,Austria,2015,20--39,Female,277.8291235780279,269.7014710297242,1.0301357368103046
40,Austria,2020,20--39,Female,274.04887706133843,269.7014710297242,1.0161193263611643
40,Austria,2025,20--39,Female,276.5534922993681,269.7014710297242,1.025405946966039
40,Austria,1970,20--39,Male,274.36395645054506,269.7014710297242,1.0172875787552045
40,Austria,1975,20--39,Male,274.32196990456646,269.7014710297242,1.0171319009021387
40,Austria,1980,20--39,Male,273.0937395825795,269.7014710297242,1.0125778644806924
40,Austria,1985,20--39,Male,273.82546606495026,269.7014710297242,1.015290962335061
40,Austria,1990,20--39,Male,275.1409683254433,269.7014710297242,1.0201685859367062
40,Austria,1995,20--39,Male,276.08438819385725,269.7014710297242,1.0236666012230597
40,Austria,2000,20--39,Male,278.34976702824923,269.7014710297242,1.0320661803048596
40,Austria,2005,20--39,Male,278.6203722442884,269.7014710297242,1.0330695312135736
40,Austria,2010,20--39,Male,279.0764814248416,269.7014710297242,1.034760694331119
40,Austria,2015,20--39,Male,280.1642513129472,269.7014710297242,1.0387939310945393
40,Austria,2020,20--39,Male,268.2204123971107,269.7014710297242,0.9945085259381093
40,Austria,2025,20--39,Male,273.49235017386,269.7014710297242,1.0140558341401038
40,Austria,1970,20--64,Both,260.8043113959589,262.58093963833664,0.9932339786550206
40,Austria,1975,20--64,Both,262.0411339101284,262.58093963833664,0.9979442311046958
40,Austria,1980,20--64,Both,262.95421774010833,262.58093963833664,1.0014215734862013
40,Austria,1985,20--64,Both,264.0502579697739,262.58093963833664,1.0055956777878128
40,Austria,1990,20--64,Both,265.79712552570413,262.58093963833664,1.0122483600363275
40,Austria,1995,20--64,Both,266.7729833890971,262.58093963833664,1.0159647678789416
40,Austria,2000,20--64,Both,267.41397573357136,262.58093963833664,1.018405890777493
40,Austria,2005,20--64,Both,267.5809612626607,262.58093963833664,1.0190418300399517
40,Austria,2010,20--64,Both,268.46535801095337,262.58093963833664,1.0224099219871845
40,Austria,2015,20--64,Both,269.2448115124227,262.58093963833664,1.025378353368925
40,Austria,2020,20--64,Both,254.9425552355257,262.58093963833664,0.9709103622931216
40,Austria,2025,20--64,Both,258.28960883923435,262.58093963833664,0.9836571123364365
40,Austria,1970,20--64,Female,256.1700649504073,262.58093963833664,0.9755851483479369
40,Austria,1975,20--64,Female,257.5967104931009,262.58093963833664,0.9810183132404784
40,Austria,1980,20--64,Female,259.2623805513116,262.58093963833664,0.9873617670361152
40,Austria,1985,20--64,Female,261.0260091262338,262.58093963833664,0.9940782811035542
40,Austria,1990,20--64,Female,263.2955854946462,262.58093963833664,1.0027216212162766
40,Austria,1995,20--64,Female,264.38274000229325,262.58093963833664,1.0068618855825495
40,Austria,2000,20--64,Female,265.1802522731478,262.58093963833664,1.009899091070324
40,Austria,2005,20--64,Female,265.5112248353661,262.58093963833664,1.0111595502745379
40,Austria,2010,20--64,Female,266.5938974099813,262.58093963833664,1.0152827458732225
40,Austria,2015,20--64,Female,267.46214215663827,262.58093963833664,1.0185893253524978
40,Austria,2020,20--64,Female,254.86606303829933,262.58093963833664,0.9706190532692003
40,Austria,2025,20--64,Female,258.43565268573656,262.58093963833664,0.9842132983517023
40,Austria,1970,20--64,Male,265.983833052053,262.58093963833664,1.012959407557926
40,Austria,1975,20--64,Male,266.879686271033,262.58093963833664,1.0163711297500009
40,Austria,1980,20--64,Male,266.9002390806411,262.58093963833664,1.016449402032964
40,Austria,1985,20--64,Male,267.2234553443947,262.58093963833664,1.017680322541508
40,Austria,1990,20--64,Male,268.32447000584824,262.58093963833664,1.021873371218118
40,Austria,1995,20--64,Male,269.1510063673975,262.58093963833664,1.025021110588263
40,Austria,2000,20--64,Male,269.64996355550437,262.58093963833664,1.026921313964769
40,Austria,2005,20--64,Male,269.65387410454576,262.58093963833664,1.0269362067024017
40,Austria,2010,20--64,Male,270.3448541164575,262.58093963833664,1.0295677001111139
40,Austria,2015,20--64,Male,271.02527961388006,262.58093963833664,1.032158998239454
40,Austria,2020,20--64,Male,255.01825396249677,262.58093963833664,0.971198649504963
40,Austria,2025,20--64,Male,258.14529348060086,262.58093963833664,0.9831075090071458
40,Austria,1970,40--64,Both,250.28315203595173,256.87068587245733,0.9743546687153843
40,Austria,1975,40--64,Both,251.6140895190465,256.87068587245733,0.9795360208754188
40,Austria,1980,40--64,Both,253.08211012032766,256.87068587245733,0.98525103890597
40,Austria,1985,40--64,Both,254.17989535725155,256.87068587245733,0.9895247271752067
40,Austria,1990,40--64,Both,255.68710839432288,256.87068587245733,0.9953923217275087
