country_code,year,age_group,sex,saf_dhs_mics
499,2015,40--64,Female,1.0043644601002972
499,2015,20--39,Male,1.0096171295049186
499,2015,20--64,Male,1.008542418381629
499,2015,40--64,Male,1.0119524398253414
499,2015,20--39,Both,1.0071390535902478
499,2015,20--64,Both,1.0063283881952363
499,2015,40--64,Both,1.0081934569138946
499,2020,20--39,Female,0.9763230124429619
499,2020,20--64,Female,0.9793587488288856
499,2020,40--64,Female,0.9814387069655097
499,2020,20--39,Male,1.008244697131889
499,2020,20--64,Male,0.9918868046435589
499,2020,40--64,Male,0.9965367759335344
499,2020,20--39,Both,0.9923135478457986
499,2020,20--64,Both,0.9856254859909518
499,2020,40--64,Both,0.9890213388440967
508,2010,20--39,Female,0.3195825030698702
508,2010,20--64,Female,0.3188757327305795
508,2010,40--64,Female,0.20598329886452124
508,2010,20--39,Male,0.6027160433984596
508,2010,20--64,Male,0.5690695985736967
508,2010,40--64,Male,0.5014999127295738
508,2010,20--39,Both,0.46120626468914766
508,2010,20--64,Both,0.4439782648818312
508,2010,40--64,Both,0.3537254284089384
508,2020,20--39,Female,0.37393204666327484
508,2020,20--64,Female,0.34674271998761785
508,2020,40--64,Female,0.24736831406519627
508,2020,20--39,Male,0.5934040081354477
508,2020,20--64,Male,0.5790131754466897
508,2020,40--64,Male,0.5340137126850006
508,2020,20--39,Both,0.4837153275174736
508,2020,20--64,Both,0.46288327367930754
508,2020,40--64,Both,0.39067700816836365
516,2005,20--39,Female,0.8717453704838449
516,2005,20--64,Female,0.8493057294725639
516,2005,40--64,Female,0.7502350557945124
516,2005,20--39,Male,0.8055522598771647
516,2005,20--64,Male,0.7892790724932447
516,2005,40--64,Male,0.6852121270986794
516,2005,20--39,Both,0.8386589115080828
516,2005,20--64,Both,0.8192933917464126
516,2005,40--64,Both,0.7177553575774814
516,2015,20--39,Female,0.9194908256039726
516,2015,20--64,Female,0.9067930264490162
516,2015,40--64,Female,0.8470113572539286
516,2015,20--39,Male,0.8255727003700446
516,2015,20--64,Male,0.7927792935236713
516,2015,40--64,Male,0.7265747164179138
516,2015,20--39,Both,0.8725382344367508
516,2015,20--64,Both,0.8497862609539089
516,2015,40--64,Both,0.7868326371306628
524,2005,20--39,Female,0.45570589739890965
524,2005,20--64,Female,0.38004649630336507
524,2005,40--64,Female,0.14734541314374425
524,2005,20--39,Male,0.755704804746689
524,2005,20--64,Male,0.6743436586550641
524,2005,40--64,Male,0.5500513688733701
524,2005,20--39,Both,0.6057686346521242
524,2005,20--64,Both,0.5272016762276931
524,2005,40--64,Both,0.34867161777730604
524,2010,20--39,Female,0.5994155626677763
524,2010,20--64,Female,0.5275381972931246
524,2010,40--64,Female,0.28214421174481225
524,2010,20--39,Male,0.8200237106961418
524,2010,20--64,Male,0.7958846375886895
524,2010,40--64,Male,0.7309043827695018
524,2010,20--39,Both,0.7097727133742361
524,2010,20--64,Both,0.6617178906633845
524,2010,40--64,Both,0.5064986440523299
524,2015,20--39,Female,0.6338508144663701
524,2015,20--64,Female,0.5588670715639441
524,2015,40--64,Female,0.32776610175723364
524,2015,20--39,Male,0.8249402707231527
524,2015,20--64,Male,0.7963865557500647
524,2015,40--64,Male,0.7253099483370474
524,2015,20--39,Both,0.729444354099537
524,2015,20--64,Both,0.6776327750269413
524,2015,40--64,Both,0.5265180588130542
524,2020,20--39,Female,0.6672567799859623
524,2020,20--64,Female,0.6269064041860796
524,2020,40--64,Female,0.3708840657980783
524,2020,20--39,Male,0.81584510526124
524,2020,20--64,Male,0.7905593790208141
524,2020,40--64,Male,0.6870174234833868
524,2020,20--39,Both,0.7415932128661661
524,2020,20--64,Both,0.7087376087661186
524,2020,40--64,Both,0.5289387757061214
548,2005,20--39,Female,0.8246914112847367
548,2005,20--64,Female,0.8033730375731241
548,2005,40--64,Female,0.7064161862332329
548,2005,20--39,Male,0.8396838239156015
548,2005,20--64,Male,0.8277370975318045
548,2005,40--64,Male,0.7545122988530378
548,2005,20--39,Both,0.8322106237039613
548,2005,20--64,Both,0.8155575599679936
548,2005,40--64,Both,0.7304854670910101
562,2005,20--39,Female,0.06691770341092569
562,2005,20--64,Female,0.06377209220862949
562,2005,40--64,Female,0.032695435489011944
562,2005,20--39,Male,0.20582987003766198
562,2005,20--64,Male,0.18222770556411946
562,2005,40--64,Male,0.1153267648249377
562,2005,20--39,Both,0.13639952409265704
562,2005,20--64,Both,0.12300233002128205
562,2005,40--64,Both,0.07400569382755301
562,2010,20--39,Female,0.08566891183209638
562,2010,20--64,Female,0.0877133668399681
562,2010,40--64,Female,0.06792761469190149
562,2010,20--39,Male,0.2645903157147045
562,2010,20--64,Male,0.23995481347265699
562,2010,40--64,Male,0.17999255732495933
562,2010,20--39,Both,0.1751627510485959
562,2010,20--64,Both,0.1638372292003676
562,2010,40--64,Both,0.12395359016468399
562,2020,20--39,Female,0.10647774014392368
562,2020,20--64,Female,0.10960519204661628
562,2020,40--64,Female,0.08686484372183673
562,2020,20--39,Male,0.3540415094886464
562,2020,20--64,Male,0.3015914337299583
562,2020,40--64,Male,0.2273262884649136
562,2020,20--39,Both,0.23030517668562528
562,2020,20--64,Both,0.20560226888562227
562,2020,40--64,Both,0.15708748540055625
566,2005,20--39,Female,0.4230430099099146
566,2005,20--64,Female,0.4329025975121369
566,2005,40--64,Female,0.2717188732196336
566,2005,20--39,Male,0.6198443572361955
566,2005,20--64,Male,0.6190054884222931
566,2005,40--64,Male,0.4877923401734825
566,2005,20--39,Both,0.5214882688218446
566,2005,20--64,Both,0.5259587012931108
566,2005,40--64,Both,0.37974807220097495
566,2010,20--39,Female,0.5097520557452183
566,2010,20--64,Female,0.4955692320479593
566,2010,40--64,Female,0.3457890616654023
566,2010,20--39,Male,0.695631675777999
566,2010,20--64,Male,0.6402892366971125
566,2010,40--64,Male,0.5125000494798774
566,2010,20--39,Both,0.6027367032678427
566,2010,20--64,Both,0.5679332575360181
566,2010,40--64,Both,0.4291435693865732
566,2015,20--39,Female,0.4762086383308166
566,2015,20--64,Female,0.45632058406633863
566,2015,40--64,Female,0.3233693070158532
566,2015,20--39,Male,0.6830953067325569
566,2015,20--64,Male,0.6500781266563319
566,2015,40--64,Male,0.5357676415869359
566,2015,20--39,Both,0.579699621735578
566,2015,20--64,Both,0.5532042194393976
566,2015,40--64,Both,0.4295630630891712
566,2020,20--39,Female,0.3657750583159033
566,2020,20--64,Female,0.3614553871179343
566,2020,40--64,Female,0.3105542450447264
566,2020,20--39,Male,0.5238312802264369
566,2020,20--64,Male,0.49422940827076045
566,2020,40--64,Male,0.45319540370431066
566,2020,20--39,Both,0.44483962065668864
566,2020,20--64,Both,0.42784585377273104
566,2020,40--64,Both,0.3818745014247541
586,2005,20--39,Female,0.3287287103991629
586,2005,20--64,Female,0.29453356672220093
586,2005,40--64,Female,0.20004357905154307
586,2005,20--39,Male,0.578795423421859
586,2005,20--64,Male,0.5116598707499485
586,2005,40--64,Male,0.4542827176901698
586,2005,20--39,Both,0.4538135523021943
586,2005,20--64,Both,0.4031016228124972
586,2005,40--64,Both,0.3271500401298822
586,2010,20--39,Female,0.4322191091556932
586,2010,20--64,Female,0.39610032890205715
586,2010,40--64,Female,0.29473207962609105
586,2010,20--39,Male,0.6210668769347847
586,2010,20--64,Male,0.574170021268203
586,2010,40--64,Male,0.49133554738984214
586,2010,20--39,Both,0.526686426543607
586,2010,20--64,Both,0.48513958665935536
586,2010,40--64,Both,0.3930286419554407
586,2020,20--39,Female,0.4952236419278365
586,2020,20--64,Female,0.46063920726482915
586,2020,40--64,Female,0.349635047678164
586,2020,20--39,Male,0.6101600170990696
586,2020,20--64,Male,0.5982897078293462
586,2020,40--64,Male,0.5753449792832263
586,2020,20--39,Both,0.5527240089598913
586,2020,20--64,Both,0.5294682571496034
586,2020,40--64,Both,0.4624844758379656
591,2015,20--39,Female,0.9659486843586771
591,2015,20--64,Female,0.9671757033003716
591,2015,40--64,Female,0.9611732298270035
591,2015,20--39,Male,0.9681019020580233
591,2015,20--64,Male,0.9535467715415208
591,2015,40--64,Male,0.9430977887991796
591,2015,20--39,Both,0.9670495689621598
591,2015,20--64,Both,0.9603634146277575
591,2015,40--64,Both,0.9521710240251975
598,2015,20--39,Female,0.4631982295179708
598,2015,20--64,Female,0.47492482676970843
598,2015,40--64,Female,0.3722590019731994
598,2015,20--39,Male,0.6142837116052766
598,2015,20--64,Male,0.6154643664797228
598,2015,40--64,Male,0.5395039434982662
600,2015,20--39,Female,0.9512080648115333
600,2015,20--64,Female,0.9397979681938915
600,2015,40--64,Female,0.8665617329358959
600,2015,20--39,Male,0.9548557474273088
600,2015,20--64,Male,0.9327949486357431
600,2015,40--64,Male,0.8557291012190399
600,2015,20--39,Both,0.9530560761923278
600,2015,20--64,Both,0.936298693591588
600,2015,40--64,Both,0.8611770018434983
604,2005,20--39,Female,0.9119559885184452
604,2005,20--64,Female,0.8879153009930223
604,2005,40--64,Female,0.8307591421137893
604,2005,20--39,Male,0.9413695321024192
604,2005,20--64,Male,0.9350335716101932
604,2005,40--64,Male,0.9176000214837314
604,2005,20--39,Both,0.9266904257962685
604,2005,20--64,Both,0.9114775779769833
604,2005,40--64,Both,0.8742021364390216
604,2010,20--39,Female,0.9390447334573601
604,2010,20--64,Female,0.9140039038173006
604,2010,40--64,Female,0.8582329118577796
604,2010,20--39,Male,0.9581228159736443
604,2010,20--64,Male,0.9459994262039287
604,2010,40--64,Male,0.9186479037118879
604,2010,20--39,Both,0.9486103187834166
604,2010,20--64,Both,0.9300045826131152
604,2010,40--64,Both,0.8884660362046021
608,2010,20--39,Female,0.9522676690845351
608,2010,20--64,Female,0.9366115508626858
608,2010,40--64,Female,0.8970214112456061
608,2010,20--39,Male,0.9738956914993253
608,2010,20--64,Male,0.9326452516457953
608,2010,40--64,Male,0.8966215445084901
608,2010,20--39,Both,0.9631089936139856
608,2010,20--64,Both,0.9346306866001316
608,2010,40--64,Both,0.8968533136494373
608,2020,20--39,Female,0.9569243008102124
608,2020,20--64,Female,0.9477019849190057
608,2020,40--64,Female,0.9214118052690292
608,2020,20--39,Male,0.9771902559897079
608,2020,20--64,Male,0.9423043221013896
608,2020,40--64,Male,0.9187064828906972
608,2020,20--39,Both,0.9670844708259856
608,2020,20--64,Both,0.9450054393831324
608,2020,40--64,Both,0.9200920277987131
624,2005,20--39,Female,0.21966008296160017
624,2005,20--64,Female,0.2206841941533705
624,2005,40--64,Female,0.10449256046067912
624,2005,20--39,Male,0.5753882889223226
624,2005,20--64,Male,0.5664909025482249
624,2005,40--64,Male,0.45968033933941416
624,2005,20--39,Both,0.39759128964814067
624,2005,20--64,Both,0.3935947325650794
624,2005,40--64,Both,0.2820619329172388
624,2015,20--39,Female,0.3640446440352782
624,2015,20--64,Female,0.3749328120069514
624,2015,40--64,Female,0.17908869717771708
624,2015,20--39,Male,0.6864068633391225
624,2015,20--64,Male,0.6564152943441925
624,2015,40--64,Male,0.5143962034287742
624,2015,20--39,Both,0.5252906459523516
624,2015,20--64,Both,0.5156803934217269
624,2015,40--64,Both,0.3467221577410732
624,2020,20--39,Female,0.31700889915040537
624,2020,20--64,Female,0.3298411492364425
624,2020,40--64,Female,0.12907423884566346
624,2020,20--39,Male,0.5938196475756593
624,2020,20--64,Male,0.5305681423599456
624,2020,40--64,Male,0.3727923049504441
624,2020,20--39,Both,0.45547010502974
624,2020,20--64,Both,0.4302093245774729
624,2020,40--64,Both,0.25091848339240996
626,2010,20--39,Female,0.5699634932656
626,2010,20--64,Female,0.530207101282716
626,2010,40--64,Female,0.21914075610710168
626,2010,20--39,Male,0.716494523676432
626,2010,20--64,Male,0.6665654228149533
626,2010,40--64,Male,0.5387906744712317
626,2010,20--39,Both,0.6432685145356873
626,2010,20--64,Both,0.5983902122781727
626,2010,40--64,Both,0.3789480868658651
626,2015,20--39,Female,0.6241412813130462
626,2015,20--64,Female,0.5575003134987933
626,2015,40--64,Female,0.3393172694352145
626,2015,20--39,Male,0.6931085076688664
626,2015,20--64,Male,0.5984618005038154
626,2015,40--64,Male,0.4409742727654974
626,2015,20--39,Both,0.6586522949117921
626,2015,20--64,Both,0.5779832476387733
626,2015,40--64,Both,0.39014972438163265
646,2005,20--39,Female,0.6339790585663201
646,2005,20--64,Female,0.577233350084208
646,2005,40--64,Female,0.39478571665100287
646,2005,20--39,Male,0.708077381823113
646,2005,20--64,Male,0.6785156469708861
646,2005,40--64,Male,0.6161494895114585
646,2005,20--39,Both,0.6710567535669495
646,2005,20--64,Both,0.6278778950413718
646,2005,40--64,Both,0.505464011588958
646,2010,20--39,Female,0.6971270550352696
646,2010,20--64,Female,0.6560226643733841
646,2010,40--64,Female,0.506401566971314
646,2010,20--39,Male,0.7437616085238324
646,2010,20--64,Male,0.719513272742144
646,2010,40--64,Male,0.6643462041618771
646,2010,20--39,Both,0.7204696666998504
646,2010,20--64,Both,0.6877708393872524
646,2010,40--64,Both,0.5853792904545987
646,2015,20--39,Female,0.7373479612285578
646,2015,20--64,Female,0.7071044271197247
646,2015,40--64,Female,0.5974188542670511
646,2015,20--39,Male,0.7658450831714348
646,2015,20--64,Male,0.7442018962221968
646,2015,40--64,Male,0.6972841921849914
646,2015,20--39,Both,0.751619708127611
646,2015,20--64,Both,0.7256556554282687
646,2015,40--64,Both,0.6473647698880818
646,2020,20--39,Female,0.7664862248701955
646,2020,20--64,Female,0.7421846458062348
646,2020,40--64,Female,0.6676305576379176
646,2020,20--39,Male,0.762368404389652
646,2020,20--64,Male,0.7457260396444972
646,2020,40--64,Male,0.7152002094927457
646,2020,20--39,Both,0.7644455675369576
646,2020,20--64,Both,0.7439572817808672
646,2020,40--64,Both,0.6914352747945762
662,2010,20--39,Female,0.994642540970799
662,2010,20--64,Female,0.97139791977928
662,2010,40--64,Female,0.9095252752901329
662,2010,20--39,Male,0.9645244823080151
662,2010,20--64,Male,0.9202228732547425
662,2010,40--64,Male,0.8534690554207057
662,2010,20--39,Both,0.9796029029528837
662,2010,20--64,Both,0.9458118647492422
662,2010,40--64,Both,0.8815338666816619
678,2010,20--39,Female,0.6851532657363646
678,2010,20--64,Female,0.6523534933980484
678,2010,40--64,Female,0.5445494920836484
678,2010,20--39,Male,0.8156817895966608
678,2010,20--64,Male,0.8152933927336999
678,2010,40--64,Male,0.8102554531529347
678,2010,20--39,Both,0.750457109954608
678,2010,20--64,Both,0.7338282107181974
678,2010,40--64,Both,0.6774006677681946
678,2015,20--39,Female,0.7906625382087262
678,2015,20--64,Female,0.8097088700000311
678,2015,40--64,Female,0.696658537506729
678,2015,20--39,Male,0.8525323746889562
678,2015,20--64,Male,0.8791858025905062
678,2015,40--64,Male,0.8938765464059599
678,2015,20--39,Both,0.8216277470647215
678,2015,20--64,Both,0.8444507093307457
678,2015,40--64,Both,0.7952765719251428
678,2020,20--39,Female,0.7472762526106733
678,2020,20--64,Female,0.7687889709621821
678,2020,40--64,Female,0.6238763023901143
678,2020,20--39,Male,0.8248527654921587
678,2020,20--64,Male,0.8387849154974714
678,2020,40--64,Male,0.7834860771503379
678,2020,20--39,Both,0.7860964489424561
678,2020,20--64,Both,0.8037902230464559
678,2020,40--64,Both,0.7036906274338451
686,2005,20--39,Female,0.23979569748800209
686,2005,20--64,Female,0.22769481684588097
686,2005,40--64,Female,0.17158285354488134
686,2005,20--39,Male,0.39006343536133714
686,2005,20--64,Male,0.36122248784171407
686,2005,40--64,Male,0.32382385638775296
686,2005,20--39,Both,0.31496155024771544
686,2005,20--64,Both,0.2944617856325453
686,2005,40--64,Both,0.24769734200472684
686,2010,20--39,Female,0.25765505876906436
686,2010,20--64,Female,0.2425858609925058
686,2010,40--64,Female,0.1780446048886504
686,2010,20--39,Male,0.43975716043678803
686,2010,20--64,Male,0.41146861290117515
686,2010,40--64,Male,0.3465195741363972
686,2010,20--39,Both,0.34874405408725867
686,2010,20--64,Both,0.327031085404135
686,2010,40--64,Both,0.2622750157680295
686,2015,20--39,Female,0.3286610390603359
686,2015,20--64,Female,0.30773206545701537
686,2015,40--64,Female,0.21210754164767584
686,2015,20--39,Male,0.5089124519695094
686,2015,20--64,Male,0.47164793575056196
686,2015,40--64,Male,0.3823328006752744
686,2015,20--39,Both,0.41882612621686616
686,2015,20--64,Both,0.3896939181096383
686,2015,40--64,Both,0.29721416605152623
686,2020,20--39,Female,0.3675154865268795
686,2020,20--64,Female,0.34593016394648274
686,2020,40--64,Female,0.2580662404586664
686,2020,20--39,Male,0.5792294207701705
686,2020,20--64,Male,0.5166456592316852
686,2020,40--64,Male,0.3738857834091478
686,2020,20--39,Both,0.4734182500751051
686,2020,20--64,Both,0.4312920557227184
686,2020,40--64,Both,0.3159759591524059
686,2025,20--39,Female,0.4154412680517979
686,2025,20--64,Female,0.37768251984480294
686,2025,40--64,Female,0.23998375746038897
686,2025,20--39,Male,0.53608715858559
686,2025,20--64,Male,0.49847450540398286
686,2025,40--64,Male,0.419195644747349
686,2025,20--39,Both,0.47579540833201134
686,2025,20--64,Both,0.4380817799631673
686,2025,40--64,Both,0.32958397030746217
688,2005,20--39,Female,0.9994276231771945
688,2005,20--64,Female,0.9950025575935768
688,2005,40--64,Female,0.9914929249225203
688,2005,20--39,Male,1.0089426230189578
688,2005,20--64,Male,0.9965737056235252
688,2005,40--64,Male,0.9854668223395467
688,2005,20--39,Both,1.004211503512022
688,2005,20--64,Both,0.9957906703008991
688,2005,40--64,Both,0.988515505940012
688,2010,20--39,Female,1.0033089296806283
688,2010,20--64,Female,1.0032076568960977
688,2010,40--64,Female,1.0050134065743488
688,2010,20--39,Male,1.011706178140466
688,2010,20--64,Male,1.011769949934047
688,2010,40--64,Male,0.9919573400497197
688,2010,20--39,Both,1.007533836596997
688,2010,20--64,Both,1.007491496788221
688,2010,40--64,Both,0.9985220435636896
688,2015,20--39,Female,1.0063902159436418
688,2015,20--64,Female,1.0056443646837252
688,2015,40--64,Female,1.0072630108950553
688,2015,20--39,Male,1.0137469631460905
688,2015,20--64,Male,1.001246280516784
688,2015,40--64,Male,0.9917335823166975
688,2015,20--39,Both,1.0100947680991543
688,2015,20--64,Both,1.0034477737144936
688,2015,40--64,Both,0.9995352431408273
688,2020,20--39,Female,1.003512619352367
688,2020,20--64,Female,1.0025356976579225
688,2020,40--64,Female,1.0042280492424538
688,2020,20--39,Male,1.0109868644629096
688,2020,20--64,Male,0.997237666311996
688,2020,40--64,Male,0.9875900132601201
688,2020,20--39,Both,1.007275869624729
688,2020,20--64,Both,0.9998891080130491
688,2020,40--64,Both,0.9959459582667559
694,2005,20--39,Female,0.1461034507845963
694,2005,20--64,Female,0.16412495371943533
694,2005,40--64,Female,0.105251891855364
694,2005,20--39,Male,0.4154672170181407
694,2005,20--64,Male,0.39051925439631774
694,2005,40--64,Male,0.30177371191354513
694,2005,20--39,Both,0.280835645507943
694,2005,20--64,Both,0.27732685698394544
694,2005,40--64,Both,0.20350091877677734
694,2010,20--39,Female,0.20445363649354006
694,2010,20--64,Female,0.23154685606915412
694,2010,40--64,Female,0.14821187793084034
694,2010,20--39,Male,0.3696791514104004
694,2010,20--64,Male,0.3495405483209436
694,2010,40--64,Male,0.31056565037110356
694,2010,20--39,Both,0.2871000962777336
694,2010,20--64,Both,0.2905465474668096
694,2010,40--64,Both,0.22938111904905037
694,2015,20--39,Female,0.27619531671555414
694,2015,20--64,Female,0.28836979152574455
694,2015,40--64,Female,0.13108058984935583
694,2015,20--39,Male,0.4994527485013453
694,2015,20--64,Male,0.47044558344114157
694,2015,40--64,Male,0.27437997717206936
694,2015,20--39,Both,0.3878695704635746
694,2015,20--64,Both,0.37941190423177606
694,2015,40--64,Both,0.20272354500102444
694,2020,20--39,Female,0.23825821774082237
694,2020,20--64,Female,0.20424339698957397
694,2020,40--64,Female,0.08147646678746112
694,2020,20--39,Male,0.43960122037641897
694,2020,20--64,Male,0.3533383012192435
694,2020,40--64,Male,0.20933990955506604
694,2020,20--39,Both,0.3389705191236354
694,2020,20--64,Both,0.27879422163396733
694,2020,40--64,Both,0.14540091741899336
704,2005,20--39,Female,0.8524440026528335
704,2005,20--64,Female,0.883160931651102
704,2005,40--64,Female,0.8812502422723574
704,2005,20--39,Male,0.894429343089438
704,2005,20--64,Male,0.904704487653909
704,2005,40--64,Male,0.9171202735714225
704,2005,20--39,Both,0.873465045145095
704,2005,20--64,Both,0.8939353491689926
704,2005,40--64,Both,0.8992136526667596
704,2010,20--39,Female,0.9393346611996285
704,2010,20--64,Female,0.9391224784595349
704,2010,40--64,Female,0.9161066586540993
704,2010,20--39,Male,0.974599027100288
704,2010,20--64,Male,0.9535082868892315
704,2010,40--64,Male,0.9401878958346055
704,2010,20--39,Both,0.9569962014079396
704,2010,20--64,Both,0.9463180260925
704,2010,40--64,Both,0.9281778445173231
704,2015,20--39,Female,0.9440535852970522
704,2015,20--64,Female,0.9381073868536755
704,2015,40--64,Female,0.9064248937169442
704,2015,20--39,Male,0.9767053938092815
704,2015,20--64,Male,0.9489064070142575
704,2015,40--64,Male,0.9248442508041784
704,2015,20--39,Both,0.9604085106745346
704,2015,20--64,Both,0.9435094690474494
704,2015,40--64,Both,0.9156652461354137
704,2020,20--39,Female,0.9716549084514857
704,2020,20--64,Female,0.9575388259441315
704,2020,40--64,Female,0.905492229994537
704,2020,20--39,Male,0.9707908706020489
704,2020,20--64,Male,0.9579917745155226
704,2020,40--64,Male,0.9068008468723959
704,2020,20--39,Both,0.9712467834172648
704,2020,20--64,Both,0.9577677230376821
704,2020,40--64,Both,0.9061785387905676
706,2005,20--39,Female,0.18789443306658002
706,2005,20--64,Female,0.20010930209603642
706,2005,40--64,Female,0.11087662623052895
706,2005,20--39,Male,0.48151065439297613
706,2005,20--64,Male,0.4782125739580618
706,2005,40--64,Male,0.421986502543531
706,2005,20--39,Both,0.3347580938057562
706,2005,20--64,Both,0.33916677274497914
706,2005,40--64,Both,0.26641077600322494
710,2015,20--39,Female,0.9094388969399696
710,2015,20--64,Female,0.8876302353517318
710,2015,40--64,Female,0.8262324377882306
710,2015,20--39,Male,0.8335676984914001
710,2015,20--64,Male,0.7970315151607341
710,2015,40--64,Male,0.7293735473483801
710,2015,20--39,Both,0.871512649002171
710,2015,20--64,Both,0.8423313766897883
710,2015,40--64,Both,0.7778399827516641
716,2005,20--39,Female,0.8577991130579719
716,2005,20--64,Female,0.7990426816234897
716,2005,40--64,Female,0.5454507002955086
716,2005,20--39,Male,0.9226051161357095
716,2005,20--64,Male,0.8879831161985786
716,2005,40--64,Male,0.7625394137312677
716,2005,20--39,Both,0.8902345755195028
716,2005,20--64,Both,0.8435166180981735
716,2005,40--64,Both,0.653997147044859
716,2010,20--39,Female,0.9087276802527738
716,2010,20--64,Female,0.882701315899689
716,2010,40--64,Female,0.7309996228925988
716,2010,20--39,Male,0.9208487205689263
716,2010,20--64,Male,0.9066115696857402
716,2010,40--64,Male,0.8608617100460388
716,2010,20--39,Both,0.9148127882244979
716,2010,20--64,Both,0.8946591265112329
716,2010,40--64,Both,0.7959462658334701
716,2015,20--39,Female,0.9141922674866966
716,2015,20--64,Female,0.9036125682687456
716,2015,40--64,Female,0.8549296223657266
716,2015,20--39,Male,0.8789243509848338
716,2015,20--64,Male,0.8785294271232559
716,2015,40--64,Male,0.8975484628525018
716,2015,20--39,Both,0.8965748170336528
716,2015,20--64,Both,0.8910727951141447
716,2015,40--64,Both,0.8762659679203014
716,2020,20--39,Female,0.9381746281742981
716,2020,20--64,Female,0.9346419174832639
716,2020,40--64,Female,0.9183913552783003
716,2020,20--39,Male,0.9097741947261968
716,2020,20--64,Male,0.9072395636936827
716,2020,40--64,Male,0.938913430934882
716,2020,20--39,Both,0.9239927032241693
716,2020,20--64,Both,0.9209425717864613
716,2020,40--64,Both,0.9286833241802774
728,2010,20--39,Female,0.06417514528869357
728,2010,20--64,Female,0.074366838822262
728,2010,40--64,Female,0.03298072974991256
728,2010,20--39,Male,0.30744356254912975
728,2010,20--64,Male,0.2740836795014833
728,2010,40--64,Male,0.2137586861530038
728,2010,20--39,Both,0.1858531143751027
728,2010,20--64,Both,0.1742292744838862
728,2010,40--64,Both,0.12335651340464092
729,2010,20--39,Female,0.4447957082164098
729,2010,20--64,Female,0.4540370865525882
729,2010,40--64,Female,0.29951726790082345
729,2010,20--39,Male,0.556151400550306
729,2010,20--64,Male,0.5512241220874954
729,2010,40--64,Male,0.4531604282566626
729,2010,20--39,Both,0.5005038652478595
729,2010,20--64,Both,0.5026336117431215
729,2010,40--64,Both,0.3763372596372544
729,2015,20--39,Female,0.4807056248664517
729,2015,20--64,Female,0.5007565334286553
729,2015,40--64,Female,0.3938634174034245
729,2015,20--39,Male,0.568412929088301
729,2015,20--64,Male,0.5801693997618272
729,2015,40--64,Male,0.5381795979328162
729,2015,20--39,Both,0.5245863768070255
729,2015,20--64,Both,0.5404657511416007
729,2015,40--64,Both,0.4660240053645121
740,2005,20--39,Female,0.905806024706234
740,2005,20--64,Female,0.8991174465542274
740,2005,40--64,Female,0.8442666173657968
740,2005,20--39,Male,0.9306840092021019
740,2005,20--64,Male,0.9268078389743198
740,2005,40--64,Male,0.8851157631328662
740,2005,20--39,Both,0.91827174398487
740,2005,20--64,Both,0.9129654403220063
740,2005,40--64,Both,0.8647178781151688
740,2010,20--39,Female,0.903778048158287
740,2010,20--64,Female,0.9061513623295288
740,2010,40--64,Female,0.8814144874135558
740,2010,20--39,Male,0.9237886060158536
740,2010,20--64,Male,0.9269258952695071
740,2010,40--64,Male,0.9101914138281485
740,2010,20--39,Both,0.913809160129768
740,2010,20--64,Both,0.9165413115396743
740,2010,40--64,Both,0.8958319147783707
740,2020,20--39,Female,0.9271338423362928
740,2020,20--64,Female,0.9258605793294945
740,2020,40--64,Female,0.8818178813099196
740,2020,20--39,Male,0.902541495137221
740,2020,20--64,Male,0.9047872073967038
740,2020,40--64,Male,0.8806644256197091
740,2020,20--39,Both,0.9148563474663747
740,2020,20--64,Both,0.9153258237248354
740,2020,40--64,Both,0.881272510071364
748,2005,20--39,Female,0.8773773084084496
748,2005,20--64,Female,0.8489373888320099
748,2005,40--64,Female,0.7446510810738092
748,2005,20--39,Male,0.8494654529047604
748,2005,20--64,Male,0.8272583986238972
748,2005,40--64,Male,0.729930520042326
748,2005,20--39,Both,0.8634382526947261
748,2005,20--64,Both,0.8380996185451264
748,2005,40--64,Both,0.7373183718865463
748,2010,20--39,Female,0.9171979828125759
748,2010,20--64,Female,0.9112965242807903
748,2010,40--64,Female,0.8130543355685406
748,2010,20--39,Male,0.8926282346040334
748,2010,20--64,Male,0.8782758289142141
748,2010,40--64,Male,0.7640279533819037
748,2010,20--39,Both,0.9049315454919951
748,2010,20--64,Both,0.894787841254845
748,2010,40--64,Both,0.7885738668504839
748,2015,20--39,Female,0.9320739615231178
748,2015,20--64,Female,0.9225708326897597
748,2015,40--64,Female,0.839998695843427
748,2015,20--39,Male,0.9232949121304711
748,2015,20--64,Male,0.9011495706468602
748,2015,40--64,Male,0.8183423103722075
748,2015,20--39,Both,0.9277059791559394
748,2015,20--64,Both,0.9118621170682462
748,2015,40--64,Both,0.8292020060897466
748,2020,20--39,Female,0.9475136052664901
748,2020,20--64,Female,0.9440264350262829
748,2020,40--64,Female,0.8879311102817193
748,2020,20--39,Male,0.9270597732311842
748,2020,20--64,Male,0.9023611723373188
748,2020,40--64,Male,0.7719001907968837
748,2020,20--39,Both,0.9373065897205054
748,2020,20--64,Both,0.9231953851728557
748,2020,40--64,Both,0.8299563515880108
760,2005,20--39,Female,0.7610493929364219
760,2005,20--64,Female,0.7435861933813684
760,2005,40--64,Female,0.5018003694272765
760,2005,20--39,Male,0.8543048591112918
760,2005,20--64,Male,0.8791048528366958
760,2005,40--64,Male,0.7544484674474194
760,2005,20--39,Both,0.8077121247985889
